dt,statusN,statusS,temperatureC,dewpointC,windspeedKMH,pressureMB,pressureTendencyMB,cloudCoverOKTA,lowCloudCoverOKTA,HKm,visibilityKM,precipMM
2015-01-01 00:00:00,0.3279048709109053,0.32225193371329736,0.33333333333333326,0.34951456310679596,0.4285714285714286,0.6153846153846274,0.921875,1.0,1.0,0.0,1.0,0.0
2015-01-01 00:15:00,0.32770667860070474,0.32224564666030703,0.34239130434782594,0.3503236242718444,0.4404761904761904,0.6180555769230835,0.88541666671875,1.0,1.0,0.0,0.9583333325000001,0.0
2015-01-01 00:30:00,0.3275164810891259,0.3222394840483746,0.35144927536231885,0.3511326864077666,0.4523809523809524,0.6207264743589747,0.84895833328125,1.0,1.0,0.0,0.9166666674999999,0.0
2015-01-01 00:45:00,0.3273341524043375,0.32223344491881895,0.36050724637681153,0.3519417475728155,0.46428571428571425,0.623397435897445,0.8125,1.0,1.0,0.0,0.875,0.0
2015-01-01 01:00:00,0.3271595665745083,0.32222752831295953,0.3695652173913042,0.35275080873786413,0.47619047619047616,0.6260683974359011,0.77604166671875,1.0,1.0,0.0,0.8333333325000001,0.0
2015-01-01 01:15:00,0.326992597627807,0.3222217332721152,0.3786231884057971,0.3535598708737864,0.4880952380952381,0.6287392948717923,0.73958333328125,1.0,1.0,0.0,0.7916666674999999,0.0
2015-01-01 01:30:00,0.32683311959240247,0.32221605883760546,0.3876811594202898,0.3543689320388348,0.49999999999999994,0.6314102564102626,0.703125,1.0,1.0,0.0,0.75,0.0
2015-01-01 01:45:00,0.32668100649646337,0.32221050405074936,0.3967391304347825,0.3551779932038832,0.5119047619047619,0.6340812179487187,0.66666666671875,1.0,1.0,0.0,0.7083333325000001,0.0
2015-01-01 02:00:00,0.3265361323681585,0.322205067952866,0.4057971014492754,0.3559870553398057,0.5238095238095237,0.6367521153846241,0.63020833328125,1.0,1.0,0.0,0.6666666674999999,0.0
2015-01-01 02:15:00,0.32639837123565635,0.3221997495852748,0.41485507246376807,0.3567961165048541,0.5357142857142857,0.6394230769230802,0.59375,1.0,1.0,0.0,0.625,0.0
2015-01-01 02:30:00,0.32626759712712594,0.32219454798929464,0.42391304347826075,0.35760517766990296,0.5476190476190477,0.6420940384615506,0.55729166671875,1.0,1.0,0.0,0.5833333325000001,0.0
2015-01-01 02:45:00,0.32614368407073585,0.3221894622062449,0.43297101449275366,0.3584142398058252,0.5595238095238094,0.6447649358974417,0.52083333328125,1.0,1.0,0.0,0.5416666674999999,0.0
2015-01-01 03:00:00,0.32602650609465494,0.32218449127744486,0.44202898550724634,0.3592233009708736,0.5714285714285714,0.647435897435912,0.484375,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 03:15:00,0.3259159372270518,0.3221796342442134,0.41666666666666674,0.3737864077669901,0.5357142857142857,0.6442307692307736,0.48307291671875,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 03:30:00,0.3258118514960954,0.32217489014787,0.3913043478260869,0.38834951456310685,0.49999999999999994,0.6410256410256494,0.48177083328125,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 03:45:00,0.3257141229299541,0.32217025802973354,0.3659420289855071,0.4029126213592231,0.46428571428571425,0.6378205128205252,0.48046875,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 04:00:00,0.325622625556797,0.3221657369311235,0.3405797101449275,0.4174757281553396,0.4285714285714286,0.6346153846153868,0.47916666671875,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 04:15:00,0.32553723340479274,0.3221613258933588,0.31521739130434767,0.43203883495145634,0.39285714285714285,0.6314102564102626,0.47786458328125003,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 04:30:00,0.3254578205021099,0.32215702395775875,0.2898550724637683,0.4466019417475726,0.3571428571428571,0.6282051282051384,0.4765625,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 04:45:00,0.32538426087691735,0.3221528301656426,0.26449275362318847,0.46116504854368934,0.3214285714285714,0.625,0.47526041671874997,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 05:00:00,0.325316428557384,0.3221487435583295,0.23913043478260865,0.4757281553398056,0.2857142857142857,0.6217948717948758,0.47395833328125003,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 05:15:00,0.3252541975716783,0.3221447631771385,0.21376811594202905,0.4902912621359219,0.24999999999999997,0.6185897435897516,0.47265625,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 05:30:00,0.3251974419479691,0.32214088806338903,0.18840579710144922,0.5048543689320386,0.2142857142857143,0.6153846153846274,0.47135416671874997,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 05:45:00,0.3251460357144251,0.32213711725839983,0.16304347826086962,0.5194174757281553,0.17857142857142855,0.612179487179489,0.47005208328125,1.0,1.0,0.0,0.5,0.02020202024242424
2015-01-01 06:00:00,0.325099852899215,0.32213344980349057,0.1376811594202898,0.533980582524272,0.14285714285714285,0.6089743589743648,0.46875,1.0,1.0,0.0,0.5,0.040404040363636366
2015-01-01 06:15:00,0.3250587675305077,0.3221298847399801,0.1370772949275363,0.5210355990291262,0.15476190476190474,0.6084401923076967,0.47786458328125003,1.0,1.0,0.0,0.5,0.040404040363636366
